date,title,url,source,symbol,summary,text,id
2026-01-23 02:09:42+00:00,Assessing China Construction Bank’s Valuation After Recent Short Term Share Price Weakness,https://finance.yahoo.com/news/assessing-china-construction-bank-valuation-020942028.html,Simply Wall St.,0939.HK,"Recent performance snapshot China Construction Bank (SEHK:939) has seen mixed share performance recently, with a 1 day return of about a 0.8% decline and a 7 day return of roughly a 3.1% decline. Over the past month the stock was flat, while the past 3 months show a return of about a 3.5% decline and year to date performance of roughly a 2.4% decline. See our latest analysis for China Construction Bank. At a share price of HK$7.61, recent short term share price weakness contrasts with a much...","Recent performance snapshot China Construction Bank (SEHK:939) has seen mixed share performance recently, with a 1 day return of about a 0.8% decline and a 7 day return of roughly a 3.1% decline. Over the past month the stock was flat, while the past 3 months show a return of about a 3.5% decline and year to date performance of roughly a 2.4% decline. See our latest analysis for China Construction Bank. At a share price of HK$7.61, recent short term share price weakness contrasts with a much...",25c8f27d-df01-3c96-b8c1-6cb828f93a29
2026-01-24 19:10:27+00:00,Industrial And Commercial Bank Of China (SEHK:1398) Valuation Revisited As Recent Returns Draw Fresh Investor Attention,https://finance.yahoo.com/news/industrial-commercial-bank-china-sehk-191027360.html,Simply Wall St.,1398.HK,"Why Industrial and Commercial Bank of China Is Back on Investors’ Radar With no single headline event driving attention today, Industrial and Commercial Bank of China (SEHK:1398) is drawing interest as investors reassess its recent share performance and core banking fundamentals. See our latest analysis for Industrial and Commercial Bank of China. Short term share price momentum has cooled, with a 7 day share price return of 3.15% and a year to date share price return of 3.00%. However, the 1...","Why Industrial and Commercial Bank of China Is Back on Investors’ Radar With no single headline event driving attention today, Industrial and Commercial Bank of China (SEHK:1398) is drawing interest as investors reassess its recent share performance and core banking fundamentals. See our latest analysis for Industrial and Commercial Bank of China. Short term share price momentum has cooled, with a 7 day share price return of 3.15% and a year to date share price return of 3.00%. However, the 1...",3a5d0984-d556-3978-8ca4-c353531cc929
2026-01-25 00:18:18+00:00,Is Industrial And Commercial Bank Of China (SEHK:1398) Pricing Look Attractive After Recent Share Gains?,https://finance.yahoo.com/news/industrial-commercial-bank-china-sehk-001818604.html,Simply Wall St.,1398.HK,"If you are wondering whether Industrial and Commercial Bank of China is attractively priced right now, you are not alone. The stock often draws attention from investors looking for clear value signals. The share price last closed at HK$6.15, with a 3.1% decline over the past week, a 0.3% gain over the last 30 days, a 3.0% decline year to date, and returns of 23.6% over 1 year, 82.1% over 3 years, and 82.4% over 5 years. Recent coverage has focused on Industrial and Commercial Bank of China...","If you are wondering whether Industrial and Commercial Bank of China is attractively priced right now, you are not alone. The stock often draws attention from investors looking for clear value signals. The share price last closed at HK$6.15, with a 3.1% decline over the past week, a 0.3% gain over the last 30 days, a 3.0% decline year to date, and returns of 23.6% over 1 year, 82.1% over 3 years, and 82.4% over 5 years. Recent coverage has focused on Industrial and Commercial Bank of China...",63a39d9d-5dbe-3ef4-afd7-7c8d4e855b96
2026-01-27 13:08:32+00:00,China AI Hardware Earnings Pull Further Ahead of Internet Giants,https://finance.yahoo.com/news/china-ai-hardware-earnings-pull-130832076.html,GuruFocus.com,3690.HK,"Bloomberg Intelligence data shows IT profit estimates up 50% year-on-year, while China's Tech 8 face a 12% decline amid competition.","Bloomberg Intelligence data shows IT profit estimates up 50% year-on-year, while China's Tech 8 face a 12% decline amid competition.",983f566f-7083-35ca-9249-fe145d233b71
2026-01-28 14:40:04+00:00,Are Investors Undervaluing Ping An Insurance Co. of China (PNGAY) Right Now?,https://finance.yahoo.com/news/investors-undervaluing-ping-insurance-co-144004285.html,Zacks,2318.HK,"Here at Zacks, our focus is on the proven Zacks Rank system, which emphasizes earnings estimates and estimate revisions to find great stocks. Nevertheless, we are always paying attention to the latest value, growth, and momentum trends to underscore strong picks.","Here at Zacks, our focus is on the proven Zacks Rank system, which emphasizes earnings estimates and estimate revisions to find great stocks. Nevertheless, we are always paying attention to the latest value, growth, and momentum trends to underscore strong picks.",e4763c76-b54f-3ee9-90f1-a983492ad631
2026-01-30 04:31:55+00:00,Asian Dividend Stocks To Enhance Your Portfolio,https://finance.yahoo.com/news/asian-dividend-stocks-enhance-portfolio-043155135.html,Simply Wall St.,1398.HK,"As Asian markets navigate a landscape of mixed economic indicators and geopolitical uncertainties, investors are increasingly turning their attention to dividend stocks as a means of enhancing portfolio stability. In such an environment, stocks that offer consistent dividends can provide a reliable income stream while potentially mitigating the impact of market volatility.","As Asian markets navigate a landscape of mixed economic indicators and geopolitical uncertainties, investors are increasingly turning their attention to dividend stocks as a means of enhancing portfolio stability. In such an environment, stocks that offer consistent dividends can provide a reliable income stream while potentially mitigating the impact of market volatility.",12372e2a-cbea-3037-8f83-817b7b2b5c1b
2026-01-30 09:32:09+00:00,Global Dividend Stocks To Watch In January 2026,https://finance.yahoo.com/news/global-dividend-stocks-watch-january-093209521.html,Simply Wall St.,0939.HK,"As global markets navigate a volatile start to the year, with U.S. indices experiencing fluctuations due to geopolitical tensions and revised economic forecasts, investors are closely monitoring opportunities in dividend stocks. In such uncertain times, dividend-paying stocks can offer a measure of stability and income potential, making them an attractive option for those seeking to balance growth with consistent returns amidst market turbulence.","As global markets navigate a volatile start to the year, with U.S. indices experiencing fluctuations due to geopolitical tensions and revised economic forecasts, investors are closely monitoring opportunities in dividend stocks. In such uncertain times, dividend-paying stocks can offer a measure of stability and income potential, making them an attractive option for those seeking to balance growth with consistent returns amidst market turbulence.",3b730456-a907-399b-b95d-b534ad999af8
2026-01-30 20:23:34+00:00,Baidu’s AI Models Continue to Expand with Ernie Assistant Surpassing 200 million Monthly Active Users,https://finance.yahoo.com/news/baidu-ai-models-continue-expand-202334075.html,Insider Monkey,3690.HK,"Baidu, Inc. (NASDAQ:BIDU) is one of the Top 15 Chinese Companies on US Exchanges. On January 20, WSJ reported that Baidu, Inc.’s AI assistant has surpassed 200 million monthly active users. Amid the growing AI competition among Chinese tech giants, Baidu’s flagship AI model Ernie Assistant is integrated into the company’s leading search engine app […]","Baidu, Inc. (NASDAQ:BIDU) is one of the Top 15 Chinese Companies on US Exchanges. On January 20, WSJ reported that Baidu, Inc.’s AI assistant has surpassed 200 million monthly active users. Amid the growing AI competition among Chinese tech giants, Baidu’s flagship AI model Ernie Assistant is integrated into the company’s leading search engine app […]",0341e2d0-6b14-3511-ac76-269d876766a5
2026-02-01 14:10:18+00:00,Assessing Meituan (SEHK:3690) Valuation After Prolonged Share Price Weakness,https://finance.yahoo.com/news/assessing-meituan-sehk-3690-valuation-141018036.html,Simply Wall St.,3690.HK,"Recent share performance puts Meituan in focus With no single headline event driving Meituan (SEHK:3690) today, recent share performance is drawing attention. The stock shows negative returns over the past week, month, past 3 months, year, and three and five year periods. See our latest analysis for Meituan. At the current share price of HK$97.2, Meituan’s recent 1 month share price return of a 5.91% decline sits alongside a 1 year total shareholder return of a 34.41% decline. This suggests...","Recent share performance puts Meituan in focus With no single headline event driving Meituan (SEHK:3690) today, recent share performance is drawing attention. The stock shows negative returns over the past week, month, past 3 months, year, and three and five year periods. See our latest analysis for Meituan. At the current share price of HK$97.2, Meituan’s recent 1 month share price return of a 5.91% decline sits alongside a 1 year total shareholder return of a 34.41% decline. This suggests...",197e9efc-536b-3f07-9eaa-46bb9be3f0a4
2026-02-02 17:00:02+00:00,AIA (AAGIY) Upgraded to Buy: What Does It Mean for the Stock?,https://finance.yahoo.com/news/aia-aagiy-upgraded-buy-does-170002300.html,Zacks,1299.HK,"AIA (AAGIY) has been upgraded to a Zacks Rank #2 (Buy), reflecting growing optimism about the company's earnings prospects. This might drive the stock higher in the near term.","AIA (AAGIY) has been upgraded to a Zacks Rank #2 (Buy), reflecting growing optimism about the company's earnings prospects. This might drive the stock higher in the near term.",b5206370-c90d-394f-b23d-61116a3eb9f0
2026-02-03 14:40:02+00:00,Are Finance Stocks Lagging  AIA (AAGIY) This Year?,https://finance.yahoo.com/news/finance-stocks-lagging-aia-aagiy-144002232.html,Zacks,1299.HK,Here is how AIA (AAGIY) and Bank of Montreal (BMO) have performed compared to their sector so far this year.,Here is how AIA (AAGIY) and Bank of Montreal (BMO) have performed compared to their sector so far this year.,1793e2f4-294e-3529-822a-736387c4adbe
2026-02-06 10:15:52+00:00,Dingdong to sell China operations for $717m,https://finance.yahoo.com/news/dingdong-sell-china-operations-717m-101552581.html,Retail Insight Network,3690.HK,"The grocery e-commerce group will sell all issued and outstanding shares of Dingdong Fresh Holding to Two Hearts Investments, which is wholly owned by Meituan.","The grocery e-commerce group will sell all issued and outstanding shares of Dingdong Fresh Holding to Two Hearts Investments, which is wholly owned by Meituan.",40cf544f-809e-3f87-bcbb-38e64fa4293e
2026-02-13 03:00:00+00:00,A Memory-Chip Shortage Is Squeezing Consumer Tech—and It’s Set to Get Worse,https://www.wsj.com/tech/a-memory-chip-shortage-is-squeezing-consumer-techand-its-set-to-get-worse-95002024?siteid=yhoof2&yptr=yahoo,The Wall Street Journal,1810.HK,"Facing soaring prices, the world’s biggest electronics companies are staring at a list of unpalatable responses.","Facing soaring prices, the world’s biggest electronics companies are staring at a list of unpalatable responses.",9239ad87-3c99-3361-a05b-0acd43f5aa6c
2026-02-13 12:14:18+00:00,NIO Inc. (NIO) Balances Recall With Strong Sales and Expansion,https://finance.yahoo.com/news/nio-inc-nio-balances-recall-121418080.html,Insider Monkey,1810.HK,"NIO Inc. (NYSE:NIO) is one of Goldman Sachs’ top penny stock picks. On February 9, NIO Inc. (NYSE:NIO) announced its largest recall yet, affecting 246229 ES8, ES6, and EC6 vehicles produced from 2018 to 2023 due to a software issue that can temporarily disable dashboard and control screens. The recall represents about three-quarters of its […]","NIO Inc. (NYSE:NIO) is one of Goldman Sachs’ top penny stock picks. On February 9, NIO Inc. (NYSE:NIO) announced its largest recall yet, affecting 246229 ES8, ES6, and EC6 vehicles produced from 2018 to 2023 due to a software issue that can temporarily disable dashboard and control screens. The recall represents about three-quarters of its […]",fd47a180-8ede-38bb-bc99-807b5e3c81c7
2026-02-13 14:40:04+00:00,Should Value Investors Buy Ping An Insurance Co. of China (PNGAY) Stock?,https://finance.yahoo.com/news/value-investors-buy-ping-insurance-144004132.html,Zacks,2318.HK,"Here at Zacks, our focus is on the proven Zacks Rank system, which emphasizes earnings estimates and estimate revisions to find great stocks. Nevertheless, we are always paying attention to the latest value, growth, and momentum trends to underscore strong picks.","Here at Zacks, our focus is on the proven Zacks Rank system, which emphasizes earnings estimates and estimate revisions to find great stocks. Nevertheless, we are always paying attention to the latest value, growth, and momentum trends to underscore strong picks.",3b1835ca-d29b-313e-b5b2-9b00f68fb5d7
2026-02-14 15:30:37+00:00,"From 'slippery slope' to 'existential threat,' auto CEOs sound alarm on Chinese competition",https://finance.yahoo.com/news/from-slippery-slope-to-existential-threat-auto-ceos-sound-alarm-on-chinese-competition-153037342.html,Yahoo Finance,1810.HK,"Western automakers, from the Big Three to EV pure plays, are delivering the same stark warning: Chinese automakers pose a threat to their survival if domestic production isn't protected.","Western automakers, from the Big Three to EV pure plays, are delivering the same stark warning: Chinese automakers pose a threat to their survival if domestic production isn't protected.",27227983-bcdc-4210-892d-c230724dcd60
2026-02-15 18:32:33+00:00,Tesla Rival Xiaomi's YU7 SUV Overtakes Model Y China Sales In January,https://finance.yahoo.com/news/tesla-rival-xiaomis-yu7-suv-183233313.html,Benzinga,1810.HK,"Xiaomi Corp. (OTC:XIACF) (OTC:XIACY) outsold Tesla Inc. (NASDAQ:TSLA) in China's electric vehicle market in January, with its YU7 SUV delivering more than double the sales of the U.S. EV maker’s Model Y, according to data released on Thursday by the China Passenger Car Association. The YU7 recorded 37,869 deliveries during the month, compared with 16,845 for the Model Y. The Model Y, previously December’s top seller, dropped to 20th place in January. Among new energy vehicles, it fell from first","Xiaomi Corp. (OTC:XIACF) (OTC:XIACY) outsold Tesla Inc. (NASDAQ:TSLA) in China's electric vehicle market in January, with its YU7 SUV delivering more than double the sales of the U.S. EV maker’s Model Y, according to data released on Thursday by the China Passenger Car Association. The YU7 recorded 37,869 deliveries during the month, compared with 16,845 for the Model Y. The Model Y, previously December’s top seller, dropped to 20th place in January. Among new energy vehicles, it fell from first",1230b1b0-7000-324b-ba13-60fbcee58a6f
2026-02-15 22:30:00+00:00,Rampant AI Demand for Memory Is Fueling a Growing Chip Crisis,https://finance.yahoo.com/news/rampant-ai-demand-memory-fueling-223000743.html,Bloomberg,1810.HK,"Since the start of 2026, Tesla Inc., Apple Inc. and a dozen other major corporations have signaled that the shortage of DRAM, or dynamic random access memory — the fundamental building block of almost all technology — will constrain production.  Cook warned it will compress iPhone margins.  Micron Technology Inc. called the bottleneck “unprecedented.”","Since the start of 2026, Tesla Inc., Apple Inc. and a dozen other major corporations have signaled that the shortage of DRAM, or dynamic random access memory — the fundamental building block of almost all technology — will constrain production.  Cook warned it will compress iPhone margins.  Micron Technology Inc. called the bottleneck “unprecedented.”",210bad59-edeb-3989-814d-47bc50d392dc
2026-02-16 02:07:48+00:00,Is AIA Group (SEHK:1299) Pricing Reflect Its Recent Share Surge And Insurance Sector Headlines,https://finance.yahoo.com/news/aia-group-sehk-1299-pricing-020748943.html,Simply Wall St.,1299.HK,"If you are wondering whether AIA Group is attractively priced right now, this article walks through what the numbers say about its valuation. The stock last closed at HK$80.30, with a 3.8% decline over 7 days, a 3.9% decline over 30 days, a 3.6% decline year to date, and a 46.6% gain over the past year, highlighting how sentiment around the shares has shifted over different time frames. Recently, investors have been reacting to ongoing news around AIA Group and the broader insurance sector...","If you are wondering whether AIA Group is attractively priced right now, this article walks through what the numbers say about its valuation. The stock last closed at HK$80.30, with a 3.8% decline over 7 days, a 3.9% decline over 30 days, a 3.6% decline year to date, and a 46.6% gain over the past year, highlighting how sentiment around the shares has shifted over different time frames. Recently, investors have been reacting to ongoing news around AIA Group and the broader insurance sector...",fbfad2ce-a03f-3e9e-a744-6687bf1be84c
2026-02-16 09:07:43+00:00,Assessing AIA Group (SEHK:1299) Valuation After Recent Results And Mixed Share Price Performance,https://finance.yahoo.com/news/assessing-aia-group-sehk-1299-090743742.html,Simply Wall St.,1299.HK,"AIA Group (SEHK:1299) has drawn investor attention after its latest reported figures showed revenue of $25,490m and net income of $6,056m, prompting fresh questions about how the insurer’s current valuation lines up with its fundamentals. See our latest analysis for AIA Group. Despite the latest figures, AIA Group’s recent trading has been softer, with a 1 day share price return of a 4.18% decline and a year to date share price return of a 3.60% decline. However, the 1 year total shareholder...","AIA Group (SEHK:1299) has drawn investor attention after its latest reported figures showed revenue of $25,490m and net income of $6,056m, prompting fresh questions about how the insurer’s current valuation lines up with its fundamentals. See our latest analysis for AIA Group. Despite the latest figures, AIA Group’s recent trading has been softer, with a 1 day share price return of a 4.18% decline and a year to date share price return of a 3.60% decline. However, the 1 year total shareholder...",073b6514-ba52-3376-a2e4-ffd44900111e
2026-02-17 12:03:17+00:00,Tesla Faces a New Test in China. A Fresh Rival Takes the Sales Lead,https://finance.yahoo.com/news/tesla-faces-test-china-fresh-120317759.html,GuruFocus.com,1810.HK,Xiaomi Shakes Up China's EV Market. What It Means for Established Players,Xiaomi Shakes Up China's EV Market. What It Means for Established Players,58b7e9ec-74c0-360a-b955-aefa5c3c7575
2026-02-17 18:13:23+00:00,Assessing Xiaomi (SEHK:1810) Valuation After Mixed Short And Long Term Share Returns,https://finance.yahoo.com/news/assessing-xiaomi-sehk-1810-valuation-181323759.html,Simply Wall St.,1810.HK,"Xiaomi (SEHK:1810) has drawn fresh attention after recent share price moves, with returns mixed across different periods and investors reassessing how its smartphones, IoT products, and internet services business fit in their portfolios. See our latest analysis for Xiaomi. At the latest share price of HK$36.66, Xiaomi’s 1-day share price return of a 0.49% decline and 7-day share price return of 4.15% sit against a 1-year total shareholder return of an 18.8% decline and a very large 3-year...","Xiaomi (SEHK:1810) has drawn fresh attention after recent share price moves, with returns mixed across different periods and investors reassessing how its smartphones, IoT products, and internet services business fit in their portfolios. See our latest analysis for Xiaomi. At the latest share price of HK$36.66, Xiaomi’s 1-day share price return of a 0.49% decline and 7-day share price return of 4.15% sit against a 1-year total shareholder return of an 18.8% decline and a very large 3-year...",9a49b6d0-3a4a-3abe-9c3d-24ca7d08eca1
2026-02-18 16:32:47+00:00,Tesla Falters in China Again: How to Play TSLA Stock as Xiaomi Outsells,https://finance.yahoo.com/news/tesla-falters-china-again-play-163247402.html,Barchart,1810.HK,"Tesla loses its top spot in China as Xiaomi’s YU7 surges, testing investor confidence amid lofty valuation and slowing deliveries.","Tesla loses its top spot in China as Xiaomi’s YU7 surges, testing investor confidence amid lofty valuation and slowing deliveries.",a19753a4-8cfd-3858-9a43-039f100c0766
2026-02-19 14:40:02+00:00,Is AIA (AAGIY) Stock Outpacing Its Finance Peers This Year?,https://finance.yahoo.com/news/aia-aagiy-stock-outpacing-finance-144002305.html,Zacks,1299.HK,Here is how AIA (AAGIY) and Bank of Montreal (BMO) have performed compared to their sector so far this year.,Here is how AIA (AAGIY) and Bank of Montreal (BMO) have performed compared to their sector so far this year.,a3f7976f-4594-3b6f-9cbd-de34931af9e8
2026-02-20 10:45:58+00:00,"Geopolitics, Tech Gyrations Roil Asian Stock Markets",https://finance.yahoo.com/news/geopolitics-tech-gyrations-roil-asian-104558125.html,MT Newswires,^HSI,"Asian stock markets turned in a choppy Friday in thinned holiday-action, as traders cautiously mulle","Asian stock markets turned in a choppy Friday in thinned holiday-action, as traders cautiously mulle",e964227f-840f-380d-adc8-e4ffb9e5a151
2026-02-23 09:55:33+00:00,Asian Stocks Shrug Off Tariff Jitters,https://www.wsj.com/livecoverage/stock-market-today-dow-sp-500-nasdaq-tariffs-02-23-2026/card/asian-stocks-shrug-off-tariff-jitters-1nUsLZrn1xmLYw4zWeEH?siteid=yhoof2&yptr=yahoo,The Wall Street Journal,^HSI,"Asian stocks rose broadly, with South Korea and Taiwan setting records, despite renewed trade uncertainty.  Hong Kong’s Hang Seng Index rose 2.5%.   South Korea’s Kospi composite closed at a record high, as did its biggest component, Samsung Electronics.","Asian stocks rose broadly, with South Korea and Taiwan setting records, despite renewed trade uncertainty.  Hong Kong’s Hang Seng Index rose 2.5%.   South Korea’s Kospi composite closed at a record high, as did its biggest component, Samsung Electronics.",c9ca5d76-e6ca-3919-b3ad-19202467e82f
2026-02-23 10:54:34+00:00,Hong Kong Leads Asian Stock Markets Higher in Thin Holiday Trading,https://finance.yahoo.com/news/hong-kong-leads-asian-stock-105434319.html,MT Newswires,^HSI,"Asian stock markets largely gained ground on Monday, led by a Hong Kong rally after the US Supreme C","Asian stock markets largely gained ground on Monday, led by a Hong Kong rally after the US Supreme C",fa3bcd59-0f7f-3fa4-9c20-782a9f23230a
2026-02-23 15:55:48+00:00,Scarcity value puts a rocket under China’s AI challengers,https://finance.yahoo.com/news/scarcity-value-puts-rocket-under-155548313.html,Financial Times,0700.HK,"Which is the better investment: a big, established tech group at a relatively modest valuation or an unproven fledgling at hundreds of times...","Which is the better investment: a big, established tech group at a relatively modest valuation or an unproven fledgling at hundreds of times...",82ab1782-1eb7-3841-9cb1-2516d2209fb5
2026-02-23 22:08:00+00:00,"Tech, Media & Telecom Roundup: Market Talk",https://www.wsj.com/tech/tech-media-telecom-roundup-market-talk-138d0af8?siteid=yhoof2&yptr=yahoo,The Wall Street Journal,3690.HK,"Find insight on Nvidia, AI’s impact on software companies and more in the latest Market Talks covering Technology, Media and Telecom.","Find insight on Nvidia, AI’s impact on software companies and more in the latest Market Talks covering Technology, Media and Telecom.",81791f08-b964-3ce4-8b84-e28554faa160
2026-02-23 22:08:00+00:00,"Tech, Media & Telecom Roundup: Market Talk",https://www.wsj.com/tech/tech-media-telecom-roundup-market-talk-138d0af8?siteid=yhoof2&yptr=yahoo,The Wall Street Journal,^HSI,"Find insight on Nvidia, AI’s impact on software companies and more in the latest Market Talks covering Technology, Media and Telecom.","Find insight on Nvidia, AI’s impact on software companies and more in the latest Market Talks covering Technology, Media and Telecom.",81791f08-b964-3ce4-8b84-e28554faa160
2026-02-24 09:12:41+00:00,Tencent Faces UK Pension Scrutiny While Valuation Signals Potential Upside,https://finance.yahoo.com/news/tencent-faces-uk-pension-scrutiny-091241511.html,Simply Wall St.,0700.HK,"UK Parliament’s pension fund faces criticism for indirect exposure to Tencent Holdings (SEHK:700) through pooled investments. Concerns focus on potential links between Tencent and China’s military under military civil fusion policies. Debate has intensified because the same fund excludes major British defence firms on ESG grounds. Tencent is a large Chinese technology group with businesses spanning social media, online gaming and digital payments, which makes it a common holding in global...","UK Parliament’s pension fund faces criticism for indirect exposure to Tencent Holdings (SEHK:700) through pooled investments. Concerns focus on potential links between Tencent and China’s military under military civil fusion policies. Debate has intensified because the same fund excludes major British defence firms on ESG grounds. Tencent is a large Chinese technology group with businesses spanning social media, online gaming and digital payments, which makes it a common holding in global...",c4c5e635-b4d2-3d29-a80c-e5076f67332d
2026-02-24 10:41:37+00:00,"Tech, AI Outlooks Roil But Broadly Lift Asian Stock Markets",https://finance.yahoo.com/news/tech-ai-outlooks-roil-broadly-104137243.html,MT Newswires,^HSI,"Asian stock markets tracked unevenly higher Tuesday, as some tech issues faded on AI-disruption conc","Asian stock markets tracked unevenly higher Tuesday, as some tech issues faded on AI-disruption conc",c9d9dd64-e991-3863-b7d3-a4054d6e34c6
2026-02-25 08:25:01+00:00,ByteDance's AI chatbot Doubao wins China holiday battle with 100 million users,https://finance.yahoo.com/news/bytedances-ai-chatbot-doubao-wins-082501622.html,Reuters,0700.HK,"BEIJING, Feb 25 (Reuters) - ByteDance's Doubao chatbot attracted over 100 million daily active users during China's Lunar New Year holiday, winning an AI battle that saw ‌the country's largest tech companies spend billions to acquire new users, a private survey showed.","BEIJING, Feb 25 (Reuters) - ByteDance's Doubao chatbot attracted over 100 million daily active users during China's Lunar New Year holiday, winning an AI battle that saw ‌the country's largest tech companies spend billions to acquire new users, a private survey showed.",d13b87f4-af5b-3d77-9617-d3c187da2815
2026-02-25 09:09:29+00:00,Xiaomi challenges India tax authority over tariffs on royalties in closely watched case,https://finance.yahoo.com/news/xiaomi-challenges-india-tax-authority-090929959.html,Reuters,1810.HK,"By Arpan Chaturvedi and Aditya Kalra NEW DELHI, Feb 25 (Reuters) - Xiaomi has challenged an Indian tax ruling that said the company evaded $72 million in tariffs on royalty payments, according to","By Arpan Chaturvedi and Aditya Kalra NEW DELHI, Feb 25 (Reuters) - Xiaomi has challenged an Indian tax ruling that said the company evaded $72 million in tariffs on royalty payments, according to",5d322290-8e7f-3469-9dfb-51cc703f2886
2026-02-25 09:15:22+00:00,Wall Street rises and FTSE hits fresh record high ahead of Nvidia earnings,https://finance.yahoo.com/news/live/ftse-100-live-stocks-rise-uk-energy-bills-ofgem-091522017.html,Yahoo Finance UK,^HSI,Morgan Stanley analysts expressed confidence that the company would perform well for the full year,Morgan Stanley analysts expressed confidence that the company would perform well for the full year,f9867ab3-bc49-4c4d-8cac-0bb4e2b8d8af
2026-02-25 10:42:56+00:00,"AI Fears Ebb, Record Highs Struck on Asian Stock Markets",https://finance.yahoo.com/news/ai-fears-ebb-record-highs-104256853.html,MT Newswires,^HSI,"Asian stock markets rallied Wednesday on Wall Street cues, with multiple record-highs tallied as tra","Asian stock markets rallied Wednesday on Wall Street cues, with multiple record-highs tallied as tra",4265174c-b877-3af3-9f33-19bf43fa2568
2026-02-25 18:58:36+00:00,Nvidia's China Window Remains Closed,https://finance.yahoo.com/news/nvidias-china-window-remains-closed-185836190.html,GuruFocus.com,0700.HK,"H200 Exports Approved, Not Delivered","H200 Exports Approved, Not Delivered",bdfaea3b-acd3-3a63-a7e1-1559f38e0369
2026-02-26 03:26:23+00:00,Baidu’s Swift $11 Billion Selloff Shows Struggle to Meet AI Hype,https://finance.yahoo.com/news/baidu-swift-11-billion-selloff-235019137.html,Bloomberg,0700.HK,"The search engine specialist kicks off December-quarter earnings for China’s Big Tech on Thursday, amid growing concern that its AI investments are not translating into a meaningful growth driver quickly enough.  “In the crowded field of Chinese AI players, Baidu is viewed more as an optionality or valuation‑driven sum‑of‑the-parts story rather than a clearly defined long‑term winner,” said Gary Tan, portfolio manager at Allspring Global Investments LLC. “Baidu must demonstrate it is leveraging its AI capabilities to build a true full stack AI platform rather than acting as a jack of all trades.”  Baidu was among the first Chinese companies to embrace AI and roll out a ChatGPT-like service, but it has lost leadership in the field to larger rivals as well as newcomers like DeepSeek.","The search engine specialist kicks off December-quarter earnings for China’s Big Tech on Thursday, amid growing concern that its AI investments are not translating into a meaningful growth driver quickly enough.  “In the crowded field of Chinese AI players, Baidu is viewed more as an optionality or valuation‑driven sum‑of‑the-parts story rather than a clearly defined long‑term winner,” said Gary Tan, portfolio manager at Allspring Global Investments LLC. “Baidu must demonstrate it is leveraging its AI capabilities to build a true full stack AI platform rather than acting as a jack of all trades.”  Baidu was among the first Chinese companies to embrace AI and roll out a ChatGPT-like service, but it has lost leadership in the field to larger rivals as well as newcomers like DeepSeek.",b0c801ac-fdfb-3cff-9f24-0d6664f17978
2026-02-26 09:06:30+00:00,Wall Street slips and FTSE rises as traders assess Nvidia earnings and US jobs data,https://finance.yahoo.com/news/live/ftse-100-live-stocks-nvidia-earnings-us-tariffs-iran-talks-090630178.html,Yahoo Finance UK,^HSI,Nvidia's results beat analysts' expectations on the top and bottom lines,Nvidia's results beat analysts' expectations on the top and bottom lines,97f6daef-d13f-40ef-8ab8-3a2741760792
2026-02-26 11:09:45+00:00,Tech Outlook Undergirds Asian Stock Markets,https://finance.yahoo.com/news/tech-outlook-undergirds-asian-stock-110945137.html,MT Newswires,^HSI,"Asian stock markets largely rallied Thursday, after US-based tech bellwether and chipmaker Nvidia's","Asian stock markets largely rallied Thursday, after US-based tech bellwether and chipmaker Nvidia's",03ba178f-07fc-3c78-b7a4-d3ec343473da
2026-02-26 11:56:00+00:00,Baidu Profit Drops as Revenue Decline Continues,https://finance.yahoo.com/news/baidu-profit-drops-revenue-decline-115600207.html,The Wall Street Journal,0700.HK,"The Chinese search reported sharply lower profit, with revenue declining for a third straight quarter, as it struggles to transform its businesses in the AI era.","The Chinese search reported sharply lower profit, with revenue declining for a third straight quarter, as it struggles to transform its businesses in the AI era.",8aa8b1aa-8756-307e-898b-126646fccded
2026-02-26 14:20:33+00:00,"HSBC cuts U.S. exposure, boosts EM equities",https://finance.yahoo.com/news/hsbc-cuts-u-exposure-boosts-142033720.html,Investing.com,0005.HK,"Investing.com -- HSBC has reduced its exposure to U.S. equities while increasing allocations to Europe and emerging markets, saying its tactical asset allocation remains “firmly risk-on.”","Investing.com -- HSBC has reduced its exposure to U.S. equities while increasing allocations to Europe and emerging markets, saying its tactical asset allocation remains “firmly risk-on.”",2e5bd77d-f6dd-37e1-a2ec-9f4129d9093d
2026-02-26 15:05:28+00:00,Why Baidu Stock Is Falling Today,https://finance.yahoo.com/news/baidu-shares-slide-ai-costs-150528145.html,GuruFocus.com,0700.HK,Investors Question Baidu's AI Ambitions as Earnings Pressure Mounts,Investors Question Baidu's AI Ambitions as Earnings Pressure Mounts,d20e3bb7-c93c-3fa7-91f7-281b0a0aaa34
2026-02-26 15:05:28+00:00,Why Baidu Stock Is Falling Today,https://finance.yahoo.com/news/baidu-shares-slide-ai-costs-150528145.html,GuruFocus.com,9988.HK,Investors Question Baidu's AI Ambitions as Earnings Pressure Mounts,Investors Question Baidu's AI Ambitions as Earnings Pressure Mounts,d20e3bb7-c93c-3fa7-91f7-281b0a0aaa34
